idx,crop_time,num_crop,early_exit,num_selected_crop,s1_time,s1_tflops,s1_hit,s2_time,s2_tflops,s2_hit,total_time,total_flops_gflops,acc_uptonow,filename,instruction
162,0.112,1,🫥,0,0.000,0.00,✅,0.578,13.27,✅,0.690,13.27,90.74,mobile_dc3bbcd3-d7bb-4ce2-be50-eb6f564d2ddc,"open the folder named ""dcim"""
163,0.127,1,🫥,0,0.000,0.00,✅,0.581,13.24,✅,0.707,13.24,90.80,mobile_dc3bbcd3-d7bb-4ce2-be50-eb6f564d2ddc,search in this page
164,0.110,4,☑️,0,0.278,3.89,✅,0.000,0.00,✅,0.388,3.89,90.85,mobile_74f38270-ccc5-423e-813e-b7f1ac6ff665,display all videos
165,0.109,4,🫥,1,0.288,3.89,✅,0.289,3.58,❌,0.686,7.46,90.30,mobile_74f38270-ccc5-423e-813e-b7f1ac6ff665,show all documents
166,0.114,3,🫥,1,0.276,3.88,✅,0.294,3.58,✅,0.685,7.46,90.36,mobile_275415f1-ade1-4210-9e92-8f998a671c96,show more file types
167,0.109,3,🫥,1,0.280,3.88,✅,0.448,8.16,✅,0.837,12.04,90.42,mobile_275415f1-ade1-4210-9e92-8f998a671c96,create a new folder
168,0.109,3,🫥,1,0.276,3.88,❌,0.447,8.16,❌,0.832,12.05,89.88,mobile_275415f1-ade1-4210-9e92-8f998a671c96,display recent opened files
169,0.107,4,☑️,0,0.276,4.03,✅,0.000,0.00,✅,0.383,4.03,89.94,mobile_1c87bbf1-afc8-4fe3-aaf0-d3bacc52a2bf,Stop the countdown
170,0.106,4,☑️,0,0.276,4.03,✅,0.000,0.00,✅,0.382,4.03,90.00,mobile_1c87bbf1-afc8-4fe3-aaf0-d3bacc52a2bf,start the stopwatch
171,0.107,6,☑️,0,0.286,4.10,✅,0.000,0.00,✅,0.393,4.10,90.06,mobile_4fafbd92-0af2-4b02-9cf8-952227fd9993,Turn on the alarm for 3:15
172,0.198,6,☑️,0,0.592,4.09,✅,0.000,0.00,✅,0.790,4.09,90.12,mobile_4fafbd92-0af2-4b02-9cf8-952227fd9993,turn off the opened clock at 6
173,0.165,6,🫥,1,0.284,4.10,✅,0.262,2.86,✅,0.711,6.97,90.17,mobile_4fafbd92-0af2-4b02-9cf8-952227fd9993,show details of 7:30 clock alarm
174,0.108,2,☑️,0,0.270,3.88,✅,0.000,0.00,✅,0.377,3.88,90.23,mobile_2b80c9bf-0040-492e-8dca-d81cc9042b5a,set reminder for created task
175,0.108,2,☑️,0,0.290,3.89,✅,0.000,0.00,✅,0.398,3.89,90.29,mobile_2b80c9bf-0040-492e-8dca-d81cc9042b5a,tap done to set this subtask
176,0.108,2,🫥,1,0.267,3.87,✅,0.454,8.50,✅,0.829,12.37,90.34,mobile_2b80c9bf-0040-492e-8dca-d81cc9042b5a,fold input method
177,0.105,2,🫥,1,0.271,4.01,✅,0.326,4.65,✅,0.702,8.66,90.40,mobile_caaf7ec0-c1ee-4edc-8b42-37bfa11c4dd3,create new task
178,0.105,2,☑️,0,0.272,4.00,✅,0.000,0.00,✅,0.377,4.00,90.45,mobile_caaf7ec0-c1ee-4edc-8b42-37bfa11c4dd3,open settings
179,0.106,2,🫥,1,0.273,4.00,✅,0.491,9.15,❌,0.870,13.16,89.94,mobile_caaf7ec0-c1ee-4edc-8b42-37bfa11c4dd3,open notes
180,0.108,3,🫥,1,0.280,3.90,✅,0.362,5.79,✅,0.749,9.69,90.00,mobile_2a2da2de-b63c-46e0-88cf-f88ef8aec6e0,set font size to small
181,0.107,3,🫥,1,0.277,3.89,✅,0.361,5.79,✅,0.744,9.68,90.06,mobile_2a2da2de-b63c-46e0-88cf-f88ef8aec6e0,use huge font size
182,0.107,2,🫥,1,0.277,4.03,✅,0.484,9.19,✅,0.868,13.22,90.11,mobile_165687dd-c6c2-4f44-a84d-3e9a2af95ffe,display calendar in week view
183,0.107,2,☑️,0,0.270,4.02,✅,0.000,0.00,✅,0.378,4.02,90.16,mobile_165687dd-c6c2-4f44-a84d-3e9a2af95ffe,display calendar by days
184,0.114,2,🫥,1,0.269,3.90,✅,0.313,4.14,✅,0.696,8.04,90.22,mobile_414acb14-025e-462a-9d1c-6410df04db7f,display 15-day weather forecast
185,0.116,2,☑️,0,0.272,3.87,✅,0.000,0.00,✅,0.388,3.87,90.27,mobile_414acb14-025e-462a-9d1c-6410df04db7f,open options
186,0.114,2,☑️,0,0.270,3.88,✅,0.000,0.00,✅,0.384,3.88,90.32,mobile_414acb14-025e-462a-9d1c-6410df04db7f,add new city
187,0.111,4,☑️,0,0.284,4.05,✅,0.000,0.00,✅,0.394,4.05,90.37,mobile_d17dfa46-fc13-4f38-9261-3f9f7171067b,turn on airplane mode
188,0.108,4,☑️,0,0.300,4.05,✅,0.000,0.00,✅,0.408,4.05,90.43,mobile_d17dfa46-fc13-4f38-9261-3f9f7171067b,turn off nfc
189,0.112,4,🫥,1,0.297,4.05,✅,0.396,6.68,✅,0.805,10.73,90.48,mobile_d17dfa46-fc13-4f38-9261-3f9f7171067b,set default wallent
190,0.124,3,☑️,0,0.280,3.89,✅,0.000,0.00,✅,0.404,3.89,90.53,mobile_0dcb6532-d25e-4bb0-8746-ccdbec623bce,scan qr code
191,0.124,3,☑️,0,0.278,3.89,✅,0.000,0.00,✅,0.402,3.89,90.58,mobile_0dcb6532-d25e-4bb0-8746-ccdbec623bce,sign out
192,0.108,4,☑️,0,0.281,4.07,✅,0.000,0.00,✅,0.389,4.07,90.62,mobile_6e08b93a-9271-40ac-9dd0-f1f95f8d8675,switch on auto-rotate screen
193,0.108,4,🫥,2,0.284,4.07,✅,0.412,6.72,✅,0.804,10.78,90.67,mobile_6e08b93a-9271-40ac-9dd0-f1f95f8d8675,view control center and status bar
194,0.409,4,☑️,0,0.283,4.05,✅,0.000,0.00,✅,0.692,4.05,90.72,mobile_6e08b93a-9271-40ac-9dd0-f1f95f8d8675,check fonts settings
195,0.111,2,🫥,1,0.272,4.03,✅,0.527,10.24,✅,0.910,14.27,90.77,mobile_d52263df-908a-4f53-93de-b51d691ad995,use dark mode display
196,0.110,2,🫥,2,0.271,4.03,✅,0.674,14.26,❌,1.056,18.29,90.31,mobile_d52263df-908a-4f53-93de-b51d691ad995,change dark mode options
197,0.110,2,☑️,0,0.276,4.03,✅,0.000,0.00,✅,0.387,4.03,90.36,mobile_d52263df-908a-4f53-93de-b51d691ad995,return upper page
198,0.221,3,☑️,0,0.403,3.90,✅,0.000,0.00,✅,0.624,3.90,90.40,mobile_3607031a-15bb-48cd-a2e6-84a7ce433173,view display options
199,0.109,3,🫥,2,0.272,3.90,✅,0.579,11.67,✅,0.959,15.57,90.45,mobile_3607031a-15bb-48cd-a2e6-84a7ce433173,open vpn options
200,0.107,3,🫥,2,0.272,3.91,✅,0.575,11.69,✅,0.954,15.60,90.50,mobile_f61ea850-a79c-41b8-891f-8c55326e1530,set date and time
201,0.107,3,🫥,1,0.272,3.91,❌,0.355,5.53,❌,0.734,9.44,90.05,mobile_f61ea850-a79c-41b8-891f-8c55326e1530,view quick control ball
202,0.109,5,🫥,1,0.279,3.93,✅,0.265,3.08,❌,0.652,7.01,89.60,mobile_04545977-3f36-4a33-a787-72ec8a9dd4f2,check battery options
203,0.108,5,☑️,0,0.282,3.95,❌,0.000,0.00,❌,0.390,3.95,89.16,mobile_04545977-3f36-4a33-a787-72ec8a9dd4f2,change battery setting for better performance
204,0.109,5,☑️,0,0.282,3.94,✅,0.000,0.00,✅,0.391,3.94,89.22,mobile_04545977-3f36-4a33-a787-72ec8a9dd4f2,open ultra battery saver
205,0.105,2,🫥,1,0.273,3.89,✅,0.419,7.64,❌,0.798,11.53,88.78,mobile_3b5ab7d3-8e84-4be1-83ba-801882db294b,clear the result
206,0.105,2,☑️,0,0.269,3.89,✅,0.000,0.00,✅,0.374,3.89,88.83,mobile_3b5ab7d3-8e84-4be1-83ba-801882db294b,enter 5
207,0.105,2,☑️,0,0.270,3.92,✅,0.000,0.00,✅,0.375,3.92,88.89,mobile_3b5ab7d3-8e84-4be1-83ba-801882db294b,Tap the division sign in the calculator
208,0.106,2,☑️,0,0.270,4.04,✅,0.000,0.00,✅,0.376,4.04,88.94,mobile_4c2df330-55c0-4272-80c0-6e2cf8f96903,"click ""done"""
209,0.129,1,🫥,0,0.000,0.00,✅,0.582,13.60,✅,0.711,13.60,89.00,mobile_cebc7e07-8ab3-4232-acdd-aa2884af2e66,open gmail
210,0.128,1,🫥,0,0.000,0.00,✅,0.579,13.62,✅,0.707,13.62,89.05,mobile_cebc7e07-8ab3-4232-acdd-aa2884af2e66,add new email account
211,0.126,4,☑️,0,0.271,3.92,✅,0.000,0.00,✅,0.396,3.92,89.10,mobile_569a4f5a-01f0-4386-89ba-768e1f88d38e,check week summary
212,0.127,4,🫥,1,0.280,3.92,✅,0.422,7.66,✅,0.829,11.58,89.15,mobile_569a4f5a-01f0-4386-89ba-768e1f88d38e,display wearing device
213,0.124,1,🫥,0,0.000,0.00,✅,0.591,13.63,✅,0.715,13.63,89.20,mobile_9aa2c4bf-aa52-43ed-ac30-f22798c14668,open instagram
214,0.114,1,🫥,0,0.000,0.00,✅,0.580,13.64,✅,0.693,13.64,89.25,mobile_9aa2c4bf-aa52-43ed-ac30-f22798c14668,open github app
215,0.113,1,🫥,0,0.000,0.00,✅,0.582,13.64,✅,0.694,13.64,89.30,mobile_9aa2c4bf-aa52-43ed-ac30-f22798c14668,open message app
216,0.119,6,☑️,0,0.286,3.95,✅,0.000,0.00,✅,0.405,3.95,89.35,mobile_88c8a639-8051-4241-943c-41104b363caa,start outdoor running
217,0.114,6,🫥,1,0.278,3.95,✅,0.287,3.35,✅,0.679,7.29,89.40,mobile_88c8a639-8051-4241-943c-41104b363caa,record outdoor cycle
218,0.114,6,🫥,4,0.287,3.96,✅,0.778,10.05,❌,1.179,14.01,88.99,mobile_88c8a639-8051-4241-943c-41104b363caa,start threadmill recordding
219,0.105,4,🫥,1,0.282,4.07,✅,0.308,4.15,✅,0.696,8.22,89.04,mobile_df5320bc-03e4-4e4e-bcc2-67cfd9b344ec,show week steps recordings
220,0.106,4,🫥,1,0.283,4.08,✅,0.317,4.16,❌,0.705,8.24,88.64,mobile_df5320bc-03e4-4e4e-bcc2-67cfd9b344ec,show steps recording by month
221,0.105,4,☑️,0,0.294,4.08,✅,0.000,0.00,✅,0.400,4.08,88.69,mobile_df5320bc-03e4-4e4e-bcc2-67cfd9b344ec,return to upper page
222,0.108,5,☑️,0,0.300,3.94,✅,0.000,0.00,✅,0.408,3.94,88.74,mobile_e277f0fc-fe73-4304-9d8e-2bc4613e1986,check sleeping time
223,0.108,5,☑️,0,0.294,3.94,✅,0.000,0.00,✅,0.402,3.94,88.79,mobile_e277f0fc-fe73-4304-9d8e-2bc4613e1986,Monitor calorie expenditure
224,0.108,5,☑️,0,0.286,3.95,✅,0.000,0.00,✅,0.394,3.95,88.84,mobile_e277f0fc-fe73-4304-9d8e-2bc4613e1986,switch to workout page
225,0.107,4,🫥,1,0.278,3.93,✅,0.342,5.27,✅,0.727,9.20,88.89,mobile_f515dd3d-41eb-4fe9-b74a-ac66e60a8b75,tap continue button
226,0.106,4,🫥,1,0.284,3.92,✅,0.343,5.26,✅,0.733,9.17,88.94,mobile_f515dd3d-41eb-4fe9-b74a-ac66e60a8b75,cancel
227,0.105,5,☑️,0,0.283,3.94,✅,0.000,0.00,✅,0.388,3.94,88.99,mobile_63949247-1001-4d4e-9f49-81c85f7308e8,click power on
228,0.106,5,☑️,0,0.280,3.94,✅,0.000,0.00,✅,0.386,3.94,89.04,mobile_63949247-1001-4d4e-9f49-81c85f7308e8,change mode
229,0.105,5,☑️,0,0.287,3.95,✅,0.000,0.00,✅,0.392,3.95,89.08,mobile_63949247-1001-4d4e-9f49-81c85f7308e8,raise air conditioner temperature
230,0.109,4,🫥,3,0.280,4.07,✅,0.632,12.99,❌,1.022,17.07,88.70,mobile_6bbaccfd-a0c4-49d3-a68d-050210ff5a6e,check battery usage
231,0.108,4,🫥,1,0.282,4.11,✅,0.400,7.12,✅,0.791,11.23,88.74,mobile_6bbaccfd-a0c4-49d3-a68d-050210ff5a6e,"set fingerprints, face data and screen lock option..."
232,0.106,4,🫥,2,0.282,4.09,✅,0.345,5.30,✅,0.733,9.39,88.79,mobile_6bbaccfd-a0c4-49d3-a68d-050210ff5a6e,set mi ai voice assistant
233,0.107,3,☑️,0,0.281,3.92,✅,0.000,0.00,✅,0.388,3.92,88.84,mobile_182c66dd-3836-4bce-909f-166abd570fde,open user profile
234,0.107,3,🫥,1,0.280,3.92,✅,0.289,3.62,✅,0.676,7.54,88.89,mobile_182c66dd-3836-4bce-909f-166abd570fde,search setttings
235,0.107,3,🫥,1,0.279,3.92,✅,0.408,7.41,✅,0.794,11.33,88.94,mobile_182c66dd-3836-4bce-909f-166abd570fde,turn off bluetooth
236,0.135,1,🫥,0,0.000,0.00,✅,0.585,13.82,✅,0.720,13.82,88.98,mobile_6a0ba48e-0ed8-44ba-a40b-adbbdba2dee4,display unread massages
237,0.132,1,🫥,0,0.000,0.00,✅,0.577,13.82,✅,0.709,13.82,89.03,mobile_6a0ba48e-0ed8-44ba-a40b-adbbdba2dee4,display flagged massages
238,0.132,1,🫥,0,0.000,0.00,✅,0.584,13.84,✅,0.716,13.84,89.08,mobile_6a0ba48e-0ed8-44ba-a40b-adbbdba2dee4,tap to search messages
239,0.120,3,☑️,0,0.285,3.93,✅,0.000,0.00,✅,0.405,3.93,89.12,mobile_ee2362d3-17a7-479e-9f99-fd8378aae866,turn off wifi
240,0.116,3,🫥,1,0.285,3.93,✅,0.462,8.73,✅,0.863,12.67,89.17,mobile_ee2362d3-17a7-479e-9f99-fd8378aae866,change phone settings 
241,0.116,2,☑️,0,0.272,3.91,✅,0.000,0.00,✅,0.388,3.91,89.21,mobile_f53240ec-a09f-4857-9ca1-db5fb79455c3,open calculator
242,0.115,2,☑️,0,0.271,3.91,✅,0.000,0.00,✅,0.386,3.91,89.26,mobile_f53240ec-a09f-4857-9ca1-db5fb79455c3,open settings
243,0.120,2,☑️,0,0.277,3.91,✅,0.000,0.00,✅,0.396,3.91,89.30,mobile_f53240ec-a09f-4857-9ca1-db5fb79455c3,open notes
244,0.218,1,🫥,0,0.000,0.00,✅,0.933,23.08,✅,1.151,23.08,89.34,mobile_b9537ded-e771-43c7-bab4-1db747625d87,open automation
245,0.212,1,🫥,0,0.000,0.00,✅,0.929,23.10,✅,1.141,23.10,89.39,mobile_49f35b0d-59ea-46f9-b215-0e0e70d06a9a,add a room
246,0.151,3,🫥,1,0.340,5.70,✅,0.283,2.94,✅,0.775,8.64,89.43,mobile_4e17db8b-85df-4278-ba0a-9f03e5ca85da,turn on the dark appearance dims wallpaper
247,0.141,4,🫥,1,0.338,5.39,✅,0.540,9.58,✅,1.019,14.97,89.47,mobile_6ded1777-d4c3-485f-b28a-7754e0e9c024,open only draw with apple pencil mode
248,0.132,4,🫥,1,0.337,5.38,✅,0.515,9.58,✅,0.984,14.96,89.52,mobile_6ded1777-d4c3-485f-b28a-7754e0e9c024,switch to show link attributes
249,0.252,1,🫥,0,0.000,0.00,❌,0.930,23.19,❌,1.182,23.19,89.16,mobile_124e877d-d29c-45e4-bdc2-cbc729c702c9,open memo app
250,0.142,1,🫥,0,0.000,0.00,✅,0.913,23.21,✅,1.055,23.21,89.20,mobile_f859f69e-20c1-4630-9435-e959c43590d5,add a new tab
251,0.131,1,🫥,0,0.000,0.00,✅,0.930,23.21,✅,1.061,23.21,89.24,mobile_f859f69e-20c1-4630-9435-e959c43590d5,refresh the page
252,0.133,1,🫥,0,0.000,0.00,✅,0.940,23.24,✅,1.073,23.24,89.29,mobile_f859f69e-20c1-4630-9435-e959c43590d5,go to user account page
253,0.140,1,🫥,0,0.000,0.00,✅,0.931,23.24,✅,1.071,23.24,89.33,mobile_41aa1b5c-01f3-455d-807e-9c90c705dd1f,clear browsing data
254,0.134,1,🫥,0,0.000,0.00,✅,0.933,23.25,✅,1.066,23.25,89.37,mobile_41aa1b5c-01f3-455d-807e-9c90c705dd1f,open downloads page
255,0.146,1,🫥,0,0.000,0.00,✅,0.927,23.28,✅,1.073,23.28,89.41,mobile_95b2eec8-7804-474f-bf47-7c13a7a02595,open a new private window
256,0.136,1,🫥,0,0.000,0.00,✅,0.923,23.29,✅,1.059,23.29,89.45,mobile_663faca5-79a3-48f6-b64c-9f7989292d17,explore the new menu
257,0.179,1,🫥,0,0.000,0.00,✅,0.924,23.29,✅,1.102,23.29,89.49,mobile_9d30c621-fe06-4f6a-86e7-6664cc3bb566,check device location
258,0.171,1,🫥,0,0.000,0.00,✅,0.912,23.31,✅,1.083,23.31,89.53,mobile_d3771dd7-e526-4b87-8971-247ca5582e85,stop sharing my location
259,0.139,1,🫥,0,0.000,0.00,✅,0.910,23.35,✅,1.049,23.35,89.58,mobile_f5b4ae93-55f8-4f0c-9c9e-dda8685c37b5,create a new workbook for total a list
260,0.137,2,🫥,1,0.320,5.68,✅,0.573,12.01,✅,1.030,17.69,89.62,mobile_63cdee53-9026-46c9-9b69-639452091dcc,add storage account
261,0.154,2,☑️,0,0.326,5.69,❌,0.000,0.00,❌,0.480,5.69,89.27,mobile_63cdee53-9026-46c9-9b69-639452091dcc,go to user account page
262,0.253,1,🫥,0,0.000,0.00,✅,0.943,23.37,✅,1.195,23.37,89.31,mobile_043c3a5e-c12c-4991-bb7f-676c617b2f9b,open the entertainment menu
263,0.249,1,🫥,0,0.000,0.00,❌,0.945,23.39,❌,1.194,23.39,88.97,mobile_3d3cacff-2019-4577-9395-21b45a0c548b,remove maps from the desktop
264,0.264,1,🫥,0,0.000,0.00,✅,0.943,23.41,✅,1.207,23.41,89.02,mobile_6778b255-174f-401e-ab98-b5bbe554a141,add a new app to the desktop
265,0.264,1,🫥,0,0.000,0.00,❌,0.946,23.41,❌,1.210,23.41,88.68,mobile_6778b255-174f-401e-ab98-b5bbe554a141,remove chrome from the desktop
266,0.142,5,🫥,1,0.361,5.73,❌,0.303,3.50,❌,0.805,9.23,88.35,mobile_e3f2b3d7-4c56-44ba-af3f-ae885a3e0dbb,disable icloud photos
267,0.140,3,🫥,1,0.344,5.73,✅,0.638,12.92,✅,1.122,18.65,88.39,mobile_08782c89-65da-43ca-8eb6-8ca71e9f8ea7,remove the camera from the included controls
268,0.154,3,☑️,0,0.345,5.72,❌,0.000,0.00,❌,0.499,5.72,88.06,mobile_08782c89-65da-43ca-8eb6-8ca71e9f8ea7,add alarm to the included controls
269,0.121,1,🫥,0,0.000,0.00,✅,0.704,16.85,✅,0.826,16.85,88.10,mobile_c784c6c1-0203-4193-8131-f34cef16d400,adjust display & brightness setting
270,0.125,2,🫥,1,0.286,4.24,✅,0.664,14.44,✅,1.076,18.67,88.15,mobile_1152be83-7090-45b9-9465-e5acc02d867d,switch to dark appearance theme
271,0.119,2,🫥,1,0.288,4.24,✅,0.660,14.45,✅,1.067,18.70,88.19,mobile_1152be83-7090-45b9-9465-e5acc02d867d,adjust the brightness in the bar
272,0.141,3,☑️,0,0.282,4.14,✅,0.000,0.00,✅,0.423,4.14,88.24,mobile_d8a299f2-f432-4bef-abc4-5a005cf4c40f,manage the password for aliyunidaas.com
273,0.119,1,🫥,0,0.000,0.00,✅,0.691,16.91,✅,0.810,16.91,88.28,mobile_45d2f820-fe5f-4e31-9554-34156e66179c,modify the notification permission for google maps
274,0.113,3,☑️,0,0.300,4.26,✅,0.000,0.00,✅,0.413,4.26,88.32,mobile_f45826c5-d796-46cf-b0c3-c4095206735c,allow google maps to send notifications
275,0.116,2,🫥,1,0.289,4.23,✅,0.572,11.44,✅,0.977,15.68,88.36,mobile_a2719c16-da39-48ea-8c1c-1239414f0778,disable automatic app updates
276,0.112,2,🫥,1,0.275,4.08,✅,0.593,12.28,✅,0.980,16.37,88.41,mobile_63adf499-326a-44b4-8b3f-0ecd1935745e,check health details
277,0.139,2,☑️,0,0.275,4.11,✅,0.000,0.00,✅,0.414,4.11,88.45,mobile_18b2ff57-9a0c-48e6-a754-de728b5a0479,add a new place to favourities
278,0.139,2,🫥,1,0.276,4.10,✅,0.601,12.32,✅,1.015,16.42,88.49,mobile_18b2ff57-9a0c-48e6-a754-de728b5a0479,search for a place or address
279,0.149,3,☑️,0,0.292,4.26,❌,0.000,0.00,❌,0.441,4.26,88.17,mobile_acb1d28f-ddf9-4098-b749-51bf6600705b,switch the map style to satellite
280,0.117,1,🫥,0,0.000,0.00,✅,0.700,16.96,✅,0.818,16.96,88.21,mobile_105a4c27-8695-4555-9121-0dd7cacb5ec2,tap to continue
281,0.113,2,☑️,0,0.273,4.09,✅,0.000,0.00,✅,0.386,4.09,88.26,mobile_2e804aba-afb6-48a0-ad55-2f242652eb33,close the notification box
282,0.116,3,🫥,1,0.285,4.11,✅,0.589,5.20,❌,0.990,9.31,87.94,mobile_d97a442a-6912-4a26-9387-fe5dee9b3d0a,choose watercolor brush style
283,0.123,3,☑️,0,0.277,4.10,✅,0.000,0.00,✅,0.400,4.10,87.99,mobile_d97a442a-6912-4a26-9387-fe5dee9b3d0a,adjust the color
284,0.125,2,🫥,1,0.273,4.09,✅,0.710,14.99,✅,1.109,19.08,88.03,mobile_7e2e6586-4c35-414e-8608-863b7ceba272,insert from link
285,0.138,1,🫥,0,0.000,0.00,✅,0.694,17.01,✅,0.832,17.01,88.07,mobile_d3865883-8214-4bff-9834-13987580abe8,add a circle
286,0.111,2,🫥,1,0.279,4.10,✅,0.498,9.88,✅,0.888,13.98,88.11,mobile_8c25fc62-ca0e-4280-ae68-9146b66089b2,learn more about privacy
287,0.142,2,🫥,1,0.287,4.24,✅,0.357,5.20,❌,0.785,9.44,87.80,mobile_6cc4e2c1-b5bd-4347-bee4-63a1217d052c,input through voice recognition
288,0.141,2,☑️,0,0.285,4.23,✅,0.000,0.00,✅,0.426,4.23,87.85,mobile_6cc4e2c1-b5bd-4347-bee4-63a1217d052c,check coverage
289,0.132,2,☑️,0,0.284,4.25,✅,0.000,0.00,✅,0.417,4.25,87.89,mobile_4e55ce53-bc82-44c3-a81a-8282f55ec4c9,close the recommended box
290,0.132,2,☑️,0,0.286,4.26,✅,0.000,0.00,✅,0.419,4.26,87.93,mobile_4e55ce53-bc82-44c3-a81a-8282f55ec4c9,check the information about airtag
291,0.138,2,🫥,1,0.285,4.25,✅,0.285,3.35,✅,0.707,7.59,87.97,mobile_f6f4bdd0-01eb-41a4-b696-42fcc45097b6,show the location list
292,0.143,2,☑️,0,0.294,4.27,❌,0.000,0.00,❌,0.437,4.27,87.67,mobile_f6f4bdd0-01eb-41a4-b696-42fcc45097b6,"choose the place called ""香港广场"""
293,0.114,4,🫥,1,0.292,4.11,✅,0.432,7.61,✅,0.838,11.72,87.71,mobile_73a629d6-0fe4-4663-a727-d3b78ec52175,search destinations
294,0.126,3,☑️,0,0.295,4.26,✅,0.000,0.00,✅,0.421,4.26,87.76,mobile_c81bb812-68b7-4557-95bb-1260f3b787f1,add a new waypoint
295,0.113,3,🫥,1,0.299,4.26,✅,0.335,4.56,✅,0.747,8.81,87.80,mobile_c81bb812-68b7-4557-95bb-1260f3b787f1,input the destination
296,0.144,3,☑️,0,0.297,4.11,✅,0.000,0.00,✅,0.441,4.11,87.84,mobile_c9c47c96-1b18-45dd-8e88-f0b48c54617d,check the wallet
297,0.249,1,🫥,0,0.000,0.00,✅,0.698,17.13,✅,0.947,17.13,87.88,mobile_12280689-e3e1-4a36-ba3c-709acb969b32,continue with apple
298,0.190,2,☑️,0,0.281,4.11,✅,0.000,0.00,✅,0.471,4.11,87.92,mobile_a2cdff8e-fd92-46fb-8d83-228f2116c087,apply the smooth filter
299,0.156,2,☑️,0,0.279,4.10,✅,0.000,0.00,✅,0.435,4.10,87.96,mobile_a2cdff8e-fd92-46fb-8d83-228f2116c087,open additional options
300,0.224,3,🫥,1,0.291,4.26,✅,0.547,11.15,✅,1.062,15.41,88.00,mobile_641346f3-50a8-4235-8a74-e0c9ee49136f,crop the photo
301,0.127,3,🫥,1,0.288,4.26,✅,0.541,11.16,✅,0.956,15.42,88.04,mobile_641346f3-50a8-4235-8a74-e0c9ee49136f,open a brush
302,0.119,2,☑️,0,0.282,4.10,✅,0.000,0.00,✅,0.400,4.10,88.08,mobile_6126718c-82ef-4406-8d00-3d4bf7a414c4,view personal information
303,0.118,2,☑️,0,0.281,4.11,✅,0.000,0.00,✅,0.400,4.11,88.12,mobile_6126718c-82ef-4406-8d00-3d4bf7a414c4,show more about workouts
304,0.120,4,🫥,1,0.294,4.14,✅,0.325,4.58,✅,0.739,8.72,88.16,mobile_b4a1ee35-b1b3-4ea6-bd37-22e326ea8620,view exercise log on map
305,0.119,2,☑️,0,0.271,4.10,✅,0.000,0.00,✅,0.390,4.10,88.20,mobile_8632848c-d399-4879-bb2e-c06478785a16,close the splits
306,0.116,2,☑️,0,0.272,4.11,✅,0.000,0.00,✅,0.387,4.11,88.24,mobile_3475adcf-26f0-43b9-8758-cae8601d33d1,open exercise log calendar
307,0.128,2,☑️,0,0.296,4.27,✅,0.000,0.00,✅,0.424,4.27,88.27,mobile_35047157-7939-4491-ab8d-4d1da41acc74,set to repeat every monday
308,0.250,7,🫥,1,0.304,4.36,❌,0.277,3.39,❌,0.831,7.75,87.99,mobile_39d89f43-f1df-40b7-a0db-eef4bc2521d0,turn on an alarm for 7:40
309,0.111,2,☑️,0,0.282,4.12,✅,0.000,0.00,✅,0.393,4.12,88.03,mobile_268e1246-9870-47c7-a702-cadd117e11d4,sign up to zoom 
310,0.112,4,☑️,0,0.309,4.31,✅,0.000,0.00,✅,0.421,4.31,88.06,mobile_085c4ffc-e423-4798-a09f-702ded3d1987,switch on hide sensitive information when switchin...
311,0.112,2,☑️,0,0.273,4.11,✅,0.000,0.00,✅,0.385,4.11,88.10,mobile_0b63fa69-df33-442d-b7ea-9393432f71ea,adjust accessibility settings
312,0.125,4,🫥,3,0.293,4.31,✅,0.693,15.28,❌,1.112,19.60,87.82,mobile_9f4d72cc-149d-4613-b19a-759ee34d8a47,close the tab with the apple official website
313,0.125,4,☑️,0,0.294,4.28,✅,0.000,0.00,✅,0.419,4.28,87.86,mobile_9f4d72cc-149d-4613-b19a-759ee34d8a47,serch tab
314,0.118,3,🫥,1,0.293,4.29,✅,0.538,11.24,✅,0.948,15.53,87.90,mobile_76682c29-846c-4673-be8b-ebfbe0e5c9a9,add a new empty tab group
315,0.129,3,🫥,1,0.297,4.30,✅,0.350,5.26,✅,0.776,9.56,87.94,mobile_79ef2997-19a2-4520-8647-b1ad1fc00ce8,search for the privacy report of a website
316,0.127,2,🫥,1,0.274,4.11,✅,0.676,14.79,✅,1.077,18.89,87.97,mobile_e8581791-9dca-4a18-a9c3-0ddd782aaf96,open documents
317,0.137,2,🫥,1,0.272,4.12,✅,0.273,3.07,✅,0.682,7.18,88.01,mobile_bdefb309-2aeb-4b5f-920b-1e9952f1ddfe,back to previous page
318,0.107,4,🫥,1,0.274,4.02,✅,0.355,5.72,✅,0.736,9.75,88.05,mobile_bed2b5e8-9102-405e-80f3-85207ed1bbf0,open high resolution 50mp mode
319,0.112,4,🫥,1,0.281,3.99,✅,0.356,5.69,✅,0.749,9.69,88.09,mobile_bed2b5e8-9102-405e-80f3-85207ed1bbf0,take short video
320,0.106,4,☑️,0,0.283,4.15,✅,0.000,0.00,✅,0.389,4.15,88.12,mobile_97ca06a1-8d37-4ece-b7ed-79517c61da2f,back to upper page
321,0.107,4,🫥,2,0.286,4.17,✅,0.451,8.01,✅,0.845,12.18,88.16,mobile_97ca06a1-8d37-4ece-b7ed-79517c61da2f,display more details of the ai life app
